통계표,계정항목,단위,변환,2023/Q3,2023/Q2,2023/Q1,2022/Q4,2022/Q3,2022/Q2,2022/Q1,2021/Q4,2021/Q3,2021/Q2,2021/Q1
"2.1.2.2.3. 국내총생산에 대한 지출(원계열, 명목, 분기 및 연간)","국내총생산에 대한 지출","십억원 ","원자료","","","523,816.2","556,628.7","548,892.5","544,239.8","512,012.9","546,939.7","531,525.5","517,054.3","484,679"
