통계표,계정항목,단위,변환,2023/04,2023/03,2023/02,2023/01,2022/12,2022/11,2022/10,2022/09,2022/08,2022/07,2022/06,2022/05,2022/04,2022/03,2022/02,2022/01,2021/12,2021/11,2021/10,2021/09,2021/08,2021/07,2021/06,2021/05,2021/04,2021/03,2021/02,2021/01
"1.3.3.2.1. 예금은행 대출금리(신규취급액 기준)","      주택담보대출","연리% ","원자료","4.24","4.40","4.56","4.58","4.63","4.74","4.82","4.79","4.35","4.16","4.04","3.90","3.90","3.84","3.88","3.85","3.63","3.51","3.26","3.01","2.88","2.81","2.74","2.69","2.73","2.73","2.66","2.63"
